rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0014.tlg022.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	freemen	The verbatim explicitly distinguishes 'freemen' from 'slaves', stating that freemen can 'protect their persons' from corporal exaction.
tlg0014.tlg022.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	resident	stated	unspecified	unspecified	unspecified	unspecified	resident aliens	The text mentions 'resident aliens' (resident) and contrasts them with 'slaves', implying a distinct tax rate ('contribution of one-sixth') for those of non-native ancestry.
tlg0014.tlg035.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	any	implied	resident	stated	unspecified	unspecified	unspecified	unspecified	Athenian or any alien residing at Athens	The rule applies to 'any Athenian' (native) or 'alien residing at Athens' (resident/foreign), essentially covering all residents regardless of ancestry.
tlg0014.tlg035.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	heir	stated	heir to his whole estate	The verbatim defines the subject by their role as 'heir' who has 'possession of all his property'.
tlg0014.tlg035.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	any	stated	unspecified	unspecified	unspecified	unspecified	mercantile	implied	Greeks and barbarians	The text names 'Greeks and barbarians' (covering native and foreign ancestry) regarding 'mercantile suits', implying access to courts for traders.
tlg0014.tlg035.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	patron	The text refers to the requirement for a 'patron' (prostates), which lexically presupposes the status of a resident alien (metic).
tlg0014.tlg049.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	defendant	The verbatim mentions 'depositing a drachma' and 'suit... for damages', which are general legal terms; the specific group in the prompt (Citizens) is not lexically stated or implied by 'defendant'.
tlg0014.tlg049.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The verbatim names 'slaves' (enslaved) and specifies they are delivered up for 'torture' as the means of evidence.
tlg0014.tlg049.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim uses 'man' and describes the act of 'deceiving the people by a promise', but does not lexically force citizenship, age, or status on the face of the words 'man' or 'impeachment'.
tlg0014.tlg049.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim explicitly names the status of 'slave' and contrasts it with 'free' regarding legal depositions.
tlg0017.tlg006.perseus-eng2::1	male	implied	adult	implied	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian	The text refers to an 'Athenian' (native ancestry) disposing of property; the lack of 'male issue' and the legal capacity terms imply an adult male free citizen in this context.
tlg0017.tlg006.perseus-eng2::2	male	stated	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	legitimate sons	The verbatim explicitly names 'sons' (male) and 'legitimate' (which implies born of free parents/legal marriage).
tlg0017.tlg006.perseus-eng2::3	male	stated	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	legitimate sons	The verbatim names 'legitimate sons', which states male sex and implies free status through legitimacy.
tlg0017.tlg006.perseus-eng2::4	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	adopted son	The word 'son' implies male sex and, in the context of legal family return/inheritance, free status.
tlg0017.tlg006.perseus-eng2::5	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	daughter	The word 'daughter' implies female sex; her status as an 'heiress' of an estate implies free status.
tlg0017.tlg006.perseus-eng2::8	female	stated	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	legitimate daughter	The verbatim refers to a 'sister', 'wife', and 'daughter' (female sex); her role in marriage and inheritance implies free status.
tlg0017.tlg006.perseus-eng2::9	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	nephew	The words 'nephew' and 'son' imply male sex; the right of inheritance lexically presupposes free status.
tlg0017.tlg006.perseus-eng2::10	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	adopted son	The word 'son' implies male sex; inheriting a share of an estate lexically presupposes free status.
tlg0027.tlg001.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The word 'citizen' implies free status and native ancestry within the context of the Athenian legal system.
tlg0027.tlg001.perseus-eng2::1	any	stated	unspecified	unspecified	any	stated	any	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves, metics, and women	The rule explicitly names groups across different sexes ('women'), ownership statuses ('slaves'), and ancestries ('metics').
tlg0027.tlg001.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non-initiates	The constraint is based on religious initiation ('non-initiates'), which does not lexically force specific values for the other axes.
tlg0027.tlg001.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	father	The ability to 'bring an action' (lawsuit) and furnish sureties implies the actor is a free person.
tlg0027.tlg001.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	informer	The verbatim specifies the status of 'informer', which does not lexically imply sex, age, or status on its own.
tlg0027.tlg001.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The word 'slaves' lexically presupposes ownership='enslaved'.
tlg0027.tlg001.perseus-eng2::7	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	prosecutor	stated	prosecutor	The verbatim names the occupation 'prosecutor' and references 'rights as a citizen', implying free status.
tlg0027.tlg001.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	accused	The right to 'furnish sureties and stand trial' to avoid torture implies free status.
tlg0027.tlg001.perseus-eng2::10	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	sureties	Acting as a 'surety' for a prisoner implies the possession of legal and financial standing, presupposing free status.
tlg0027.tlg001.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	kindred	The confiscation of 'property' and 'goods' implies the possession of wealth.
tlg0027.tlg001.perseus-eng2::14	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	all who had committed an act of impiety	The rule targets a specific behavior ('act of impiety') rather than a demographic or status axis.
tlg0027.tlg001.perseus-eng2::15	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	tax farmers	stated	all who farmed taxes	The verbatim names the occupation 'farmed taxes'; entering state contracts implies free status.
tlg0027.tlg001.perseus-eng2::16	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldiers	stated	all who deserted on the field	The context involves 'military service' and loss of 'personal rights' while keeping 'property', implying free status.
tlg0027.tlg001.perseus-eng2::17	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	who were found guilty of maltreating their parents	The deprivation of 'personal rights' and retention of 'property' lexically presupposes the actor is a free person.
tlg0027.tlg001.perseus-eng2::18	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	soldiers	stated	soldiers who remained in Athens	The text refers to 'rights of ordinary citizens' and the occupation of 'soldiers', implying free status and native ancestry.
tlg0027.tlg001.perseus-eng2::19	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	Athenians	The term 'Athenians' lexically implies native ancestry and residency; participation in the 'Assembly' implies free status. Sex and age are not named.
tlg0027.tlg001.perseus-eng2::20	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	The word 'citizens' lexically presupposes free status. No other axes are constrained by the verbatim text alone.
