rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0014.tlg035.perseus-eng2::2	tlg0014.tlg035.perseus-eng2	Demosthenes	Against Lacritus	-348	Late Classical (354–165 BCE)	Alien access to maritime courts	Foreigners	Foreigners	['Ethnicity', 'Citizenship']	Access to special commercial courts (dikai emporikai)	Right to a legal trial	MORE	['Do not the same laws stand written for us all? And have we not all the same rights in regard to mercantile suits? [...] those who have lent money in your port for an adventure overseas, and have been defrauded of it, should be led off to prison by those who borrowed and are seeking to evade payment? [...] Out of the hosts of people, both Greeks and barbarians, who frequent your exchange, the Phaselites alone have more lawsuits, whenever the courts sit, than all others put together.']	Citizenship	Foreigners	out-group (deprived)
tlg0014.tlg035.perseus-eng2::3	tlg0014.tlg035.perseus-eng2	Demosthenes	Against Lacritus	-348	Late Classical (354–165 BCE)	Metic requirement for a patron	Resident aliens	Foreigners	['Citizenship']	Right to reside without a patron (prostates)	Right to reside in the city	LESS	['Or will the Polemarch bring us into court? Yes, for disregard of a patron, or for having no patron.']	Citizenship	Foreigners	out-group (deprived)
tlg0014.tlg049.perseus-eng2::1	tlg0014.tlg049.perseus-eng2	Demosthenes	Apollodorus Against Timotheus	-348	Late Classical (354–165 BCE)	Citizen right to request individual testimony	Citizens	Citizens	['Citizenship']	Right to summon witnesses to court	Right to a legal trial	MORE	['On my depositing a drachma in his name on a charge of failing to appear, as the law prescribes, the arbitrator did not make an award against the defendant, but decided in his favor, and then went off, for it was already late.', 'Now, however, I have entered suit on my own account for damages against Antiphanes because he neither gave testimony for me, nor asked under oath for a postponement, as the law provides.']	Citizenship	Citizens	in-group (privileged)
tlg0014.tlg049.perseus-eng2::2	tlg0014.tlg049.perseus-eng2	Demosthenes	Apollodorus Against Timotheus	-348	Late Classical (354–165 BCE)	Slave testimony under torture (Basanos)	Slaves	Slaves	['Freedom']	Protection from corporal punishment during legal proceedings	Protection from corporal punishment	LESS	['For, if slaves brought it, he ought to have delivered them up for the torture, but if hired men, he ought to have demanded for the torture the slave of ours who received and weighed the copper; for, I fancy, neither would the one taking the copper in pledge accept it, nor the one offering it give it over, without weighing; nor was my father likely to carry the copper and weigh it himself, since he had slaves who were accustomed to receive the articles given as security for loans.']	Freedom	Slaves	out-group (deprived)
tlg0014.tlg049.perseus-eng2::3	tlg0014.tlg049.perseus-eng2	Demosthenes	Apollodorus Against Timotheus	-348	Late Classical (354–165 BCE)	Prosecution for deceiving the assembly	Citizens	Citizens	['Citizenship']	Right to statehood and assembly honors	Access to public honors	LESS	['When a man, then, felt no shame in deceiving you to whom he had pledged his word, though there are laws which declare that, if a man deceive the people by a promise, he shall be liable to impeachment,—when, after swearing and imprecating destruction upon himself, he had no fear of the gods in whose name he had perjured himself—was it strange that I was unwilling to allow him to take an oath?']	Citizenship	Citizens	in-group (privileged)
tlg0014.tlg049.perseus-eng2::4	tlg0014.tlg049.perseus-eng2	Demosthenes	Apollodorus Against Timotheus	-348	Late Classical (354–165 BCE)	Slave status prevents direct legal testimony	Slaves	Slaves	['Freedom']	Right to give voluntary legal testimony	Right to valid professional opinion	LESS	['He answered that Aeschrion was free, so I desisted from my demand; but I required him to put in a deposition made by Aeschrion as being a free man.', 'He, however, neither provided a deposition from Aeschrion, as being free, nor would he deliver him up as a slave that proof might be had from his body']	Freedom	Slaves	out-group (deprived)
tlg0017.tlg006.perseus-eng2::1	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Athenian citizen testamentary freedom	Athenian citizens	Citizens	['Citizenship', 'Freedom']	Right to dispose of property by will	Right to dispose of property	MORE	['But, since it is lawful for any Athenian who wishes to do so to dispute an inheritance by bringing a direct action before you, and if he can establish a better claim, to obtain possession of the estate', 'This law, gentlemen, holds good for all men alike, permitting anyone to dispose of his property in default of male issue, providing that, at the time of doing so, he is not insane or mentally incapacitated by old age or any other of the causes mentioned in the law.']	Citizenship	Citizens	in-group (privileged)
tlg0017.tlg006.perseus-eng2::1	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Athenian citizen testamentary freedom	Athenian citizens	Citizens	['Citizenship', 'Freedom']	Right to dispose of property by will	Right to dispose of property	MORE	['But, since it is lawful for any Athenian who wishes to do so to dispute an inheritance by bringing a direct action before you, and if he can establish a better claim, to obtain possession of the estate', 'This law, gentlemen, holds good for all men alike, permitting anyone to dispose of his property in default of male issue, providing that, at the time of doing so, he is not insane or mentally incapacitated by old age or any other of the causes mentioned in the law.']	Freedom	Citizens	in-group (privileged)
tlg0017.tlg006.perseus-eng2::2	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Automatic inheritance for legitimate sons	Legitimate sons	Heirs;Men	['Lineage']	Right to inherit property directly	Right to inherit property	MORE	"[""for no one ever makes a gift by will of anything to the sons of his own body, because the law of itself gives his father's estate to the son and does not even allow anyone who has legitimate children to dispose of his property.""]"	Lineage	Heirs	in-group (privileged)
tlg0017.tlg006.perseus-eng2::3	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Equality of legitimate sons' shares	Legitimate sons	Heirs;Men	['Lineage']	Right to equal share of estate	Right to inherit property	MORE	"[""And why did he introduce them on special terms, when the law ordains that all the legitimate sons have an equal right to share in their father's property?""]"	Lineage	Heirs	in-group (privileged)
tlg0017.tlg006.perseus-eng2::4	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Adopted son return restriction	Adopted children	Minors;Heirs	['Citizenship', 'Lineage']	Right to return to original family	Right to citizenship	LESS	['for the law does not allow the return of an adopted son to his original family, unless he leaves a legitimate son in the family which he quits.']	Lineage	Heirs	in-group (privileged)
tlg0017.tlg006.perseus-eng2::5	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Legitimate son exclusion of epikleros	Daughters	Women	['Gender', 'Citizenship']	Right to inherit as heiress	Right to inherit property	LESS	['For obviously, if Euctemon had a legitimate son, his daughter could not be heiress or the estate adjudicable.']	Gender	Women	out-group (deprived)
tlg0017.tlg006.perseus-eng2::5	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Legitimate son exclusion of epikleros	Daughters	Women	['Gender', 'Citizenship']	Right to inherit as heiress	Right to inherit property	LESS	['For obviously, if Euctemon had a legitimate son, his daughter could not be heiress or the estate adjudicable.']	Citizenship	Women	out-group (deprived)
tlg0017.tlg006.perseus-eng2::8	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Legitimate daughter marriage adjudication	Legitimate daughters	Heirs;Women	['Lineage', 'Gender']	Right to choose a spouse	Right to bodily autonomy	LESS	"[""whether Philoctemon's sister, formerly the wife of Chaereas and now a widow, ought to pass into the power of our opponents and be married to anyone they choose or else be allowed to grow old in widowhood, or whether, as a legitimate daughter, she ought to be subject to your decision as to whom she ought to marry.""]"	Lineage	Heirs	in-group (privileged)
tlg0017.tlg006.perseus-eng2::8	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Legitimate daughter marriage adjudication	Legitimate daughters	Heirs;Women	['Lineage', 'Gender']	Right to choose a spouse	Right to bodily autonomy	LESS	"[""whether Philoctemon's sister, formerly the wife of Chaereas and now a widow, ought to pass into the power of our opponents and be married to anyone they choose or else be allowed to grow old in widowhood, or whether, as a legitimate daughter, she ought to be subject to your decision as to whom she ought to marry.""]"	Gender	Women	out-group (deprived)
tlg0017.tlg006.perseus-eng2::9	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Adopted son inheritance rights	Adopted sons	Men;Heirs	['Lineage']	Right to inherit property	Right to inherit property	MORE	['How could he be childless, when he adopted and was survived by his own nephew, to whom the law gives the right of inheritance just as much as to children of his own body?']	Lineage	Heirs	in-group (privileged)
tlg0017.tlg006.perseus-eng2::10	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	-384	Classical (500–360 BCE)	Inheritance sharing with subsequent children	Adopted sons	Men;Heirs	['Lineage']	Right to a share of the estate	Right to inherit property	MORE	['Indeed, it is expressly stated in the law that, if children are born subsequently to one who has adopted a son, each child takes his share of the estate and both classes of children alike inherit.']	Lineage	Heirs	in-group (privileged)
tlg0027.tlg001.perseus-eng2::0	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	-500	Classical (500–360 BCE)	Citizen right to furnish sureties	Citizens	Citizens	['Citizenship']	Protection from pretrial detention	Right to a legal trial	MORE	['I have not been on bail, nor have I been kept in confinement. This was not customary in a case of ἔνδειξις. The accused, if a citizen, was usually given the choice of furnishing sureties (ἐγγυηταί) or suffering imprisonment until the case came into court.']	Citizenship	Citizens	in-group (privileged)
tlg0027.tlg001.perseus-eng2::1	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	-500	Classical (500–360 BCE)	Informer immunity for marginalized groups	Slaves, metics, and women	Slaves;Foreigners;Women	['Gender', 'Citizenship', 'Freedom']	Right to address the Assembly	Right to address the assembly	MORE	['Grant immunity The word ἄδεια is used in two slightly different senses. (a) It is the immunity granted by the Assembly or Council to persons who have a statement to make to them, but who are debarred from addressing them without special permission. This applied to slaves, metics, and women.']	Gender	Women	out-group (deprived)
