author_code	work_code	filename	file_path	title	author	editors	publisher	pub_place	pub_date	source_bibl	languages	extent	funder	principal	text_length	word_count	source_date
tlg0017	tlg012	tlg0017.tlg012.perseus-eng2.xml	tlg0017/tlg012/tlg0017.tlg012.perseus-eng2.xml	On Behalf of Euphiletus	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	7542	1304	1962
tlg0017	tlg012	tlg0017.tlg012.perseus-grc2.xml	tlg0017/tlg012/tlg0017.tlg012.perseus-grc2.xml	Υπὲρ Εὐφιλήτου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	6870	1020	1962
tlg0017	tlg003	tlg0017.tlg003.perseus-eng2.xml	tlg0017/tlg003/tlg0017.tlg003.perseus-eng2.xml	On The Estate Of Pyrrhus	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0	Aristoph. Kn. 899	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	39610	6944	1962
tlg0017	tlg003	tlg0017.tlg003.perseus-grc2.xml	tlg0017/tlg003/tlg0017.tlg003.perseus-grc2.xml	Περὶ τοῦ Πύρρου κλήρου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	30542	4561	1962
tlg0017	tlg004	tlg0017.tlg004.perseus-grc2.xml	tlg0017/tlg004/tlg0017.tlg004.perseus-grc2.xml	Περὶ τοῦ Νικοστράτου κλήρου (ἐπίλογος)	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	12378	1840	1962
tlg0017	tlg004	tlg0017.tlg004.perseus-eng2.xml	tlg0017/tlg004/tlg0017.tlg004.perseus-eng2.xml	On the Estate of Nicostratus	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isaeus 4.26	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	16163	2799	1962
tlg0017	tlg005	tlg0017.tlg005.perseus-grc2.xml	tlg0017/tlg005/tlg0017.tlg005.perseus-grc2.xml	Περὶ τοῦ Δικαιογένους κλήρου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	22297	3193	1962
tlg0017	tlg005	tlg0017.tlg005.perseus-eng2.xml	tlg0017/tlg005/tlg0017.tlg005.perseus-eng2.xml	On the Estate of Dicaeogenes	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0	Antiph. 5	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	31224	5368	1962
tlg0017	tlg002	tlg0017.tlg002.perseus-eng2.xml	tlg0017/tlg002/tlg0017.tlg002.perseus-eng2.xml	On the Estate of Menecles	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isaeus 1	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	21706	3967	1962
tlg0017	tlg002	tlg0017.tlg002.perseus-grc2.xml	tlg0017/tlg002/tlg0017.tlg002.perseus-grc2.xml	Περὶ τοῦ Μενεκλέους κλήρου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	18219	2828	1962
tlg0017	tlg011	tlg0017.tlg011.perseus-grc2.xml	tlg0017/tlg011/tlg0017.tlg011.perseus-grc2.xml	Περὶ τοῦ Ἁγνίου κλήρου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	24135	3690	1962
tlg0017	tlg011	tlg0017.tlg011.perseus-eng2.xml	tlg0017/tlg011/tlg0017.tlg011.perseus-eng2.xml	On the Estate of Hagnias	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0	Dem. 43.51	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	31491	5635	1962
tlg0017	tlg010	tlg0017.tlg010.perseus-grc2.xml	tlg0017/tlg010/tlg0017.tlg010.perseus-grc2.xml	Πρὸς Ξεναίνετον περὶ τοῦ Ἀριστάρχου κλήρου	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		grc; eng		The Annenberg CPB/Project	Gregory Crane	13662	2080	1962
tlg0017	tlg010	tlg0017.tlg010.perseus-eng2.xml	tlg0017/tlg010/tlg0017.tlg010.perseus-eng2.xml	On The Estate of Aristarchus	Isaeus	Edward Seymour Forster; Edward Seymour Forster	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	17166	3018	1962
tlg7000	tlg001	tlg7000.tlg001.perseus-grc7.xml	tlg7000/tlg001/tlg7000.tlg001.perseus-grc7.xml	Ἀνθολογία, Volume II		William Roger Paton; William Roger Paton	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		The National Endowment for the Humanities	Gregory Crane	229981	33469	1917
tlg7000	tlg001	tlg7000.tlg001.perseus-grc6.xml	tlg7000/tlg001/tlg7000.tlg001.perseus-grc6.xml	Ἀνθολογία, Volume I		William Roger Paton; William Roger Paton	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		The National Endowment for the Humanities	Gregory Crane	234099	33140	1917
tlg7000	tlg001	tlg7000.tlg001.perseus-grc8.xml	tlg7000/tlg001/tlg7000.tlg001.perseus-grc8.xml	Ἀνθολογία, Volume III		William Roger Paton; William Roger Paton	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		The National Endowment for the Humanities	Gregory Crane	197318	28171	1917
tlg7000	tlg001	tlg7000.tlg001.perseus-grc9.xml	tlg7000/tlg001/tlg7000.tlg001.perseus-grc9.xml	Ἀνθολογία, Volume IV		William Roger Paton; William Roger Paton	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		The National Endowment for the Humanities	Gregory Crane	176468	26124	1918
tlg7000	tlg001	tlg7000.tlg001.perseus-grc10.xml	tlg7000/tlg001/tlg7000.tlg001.perseus-grc10.xml	Ἀνθολογία, Volume V		William Roger Paton; William Roger Paton	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		The National Endowment for the Humanities	Gregory Crane	155436	22467	1918
tlg0010	tlg009	tlg0010.tlg009.perseus-eng2.xml	tlg0010/tlg009/tlg0010.tlg009.perseus-eng2.xml	Helen	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Plat. Soph. 240c	eng; grc		The Annenberg CPB/Project	Gregory Crane	38099	5824	1945
tlg0010	tlg009	tlg0010.tlg009.perseus-grc2.xml	tlg0010/tlg009/tlg0010.tlg009.perseus-grc2.xml	Ἑλένη	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	28432	3758	1945
tlg0010	tlg007	tlg0010.tlg007.perseus-eng2.xml	tlg0010/tlg007/tlg0010.tlg007.perseus-eng2.xml	To Demonicus	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Theog. 101 ff.	eng; grc		The Annenberg CPB/Project	Gregory Crane	29588	5046	1928
tlg0010	tlg007	tlg0010.tlg007.perseus-grc2.xml	tlg0010/tlg007/tlg0010.tlg007.perseus-grc2.xml	Πρὸς Δημόνικον	Isocrates	George Norlin; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	21998	2908	1928
tlg0010	tlg001	tlg0010.tlg001.perseus-grc2.xml	tlg0010/tlg001/tlg0010.tlg001.perseus-grc2.xml	Πρὸς Εὐθύνους ἀμάρτυρος	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	7849	1137	1945
tlg0010	tlg001	tlg0010.tlg001.perseus-eng2.xml	tlg0010/tlg001/tlg0010.tlg001.perseus-eng2.xml	Against Euthynus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Xen. Hell. 2.3	eng; grc		The Annenberg CPB/Project	Gregory Crane	10753	1821	1945
tlg0010	tlg006	tlg0010.tlg006.perseus-eng2.xml	tlg0010/tlg006/tlg0010.tlg006.perseus-eng2.xml	Aegineticus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Lys. 16.1-2	eng; grc		The Annenberg CPB/Project	Gregory Crane	27730	4352	1945
tlg0010	tlg006	tlg0010.tlg006.perseus-grc2.xml	tlg0010/tlg006/tlg0010.tlg006.perseus-grc2.xml	Αἰγητικὸς	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	22072	2941	1945
tlg0010	tlg030	tlg0010.tlg030.perseus-grc2.xml	tlg0010/tlg030/tlg0010.tlg030.perseus-grc2.xml	Ἐπιστολαὶ γʹ Φιλίππῳ β΄	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	2725	422	1945
tlg0010	tlg030	tlg0010.tlg030.perseus-eng2.xml	tlg0010/tlg030/tlg0010.tlg030.perseus-eng2.xml	Letter 3. To Philip, II	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 5.135	eng; grc		The Annenberg CPB/Project	Gregory Crane	4086	732	1945
tlg0010	tlg008	tlg0010.tlg008.perseus-eng2.xml	tlg0010/tlg008/tlg0010.tlg008.perseus-eng2.xml	Against the Sophists	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 13.20	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	15194	2554	1928
tlg0010	tlg008	tlg0010.tlg008.perseus-grc2.xml	tlg0010/tlg008/tlg0010.tlg008.perseus-grc2.xml	Κατὰ τῶν σοφιστῶν	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	10340	1332	1928
tlg0010	tlg015	tlg0010.tlg015.perseus-grc2.xml	tlg0010/tlg015/tlg0010.tlg015.perseus-grc2.xml	Εὐαγόρας	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Arist. Rhet. 1399 a 5	eng; grc		The Annenberg CPB/Project	Gregory Crane	35210	4641	1945
tlg0010	tlg015	tlg0010.tlg015.perseus-eng2.xml	tlg0010/tlg015/tlg0010.tlg015.perseus-eng2.xml	Evagoras	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 4.5	eng; grc		The Annenberg CPB/Project	Gregory Crane	45921	6972	1945
tlg0010	tlg012	tlg0010.tlg012.perseus-eng2.xml	tlg0010/tlg012/tlg0010.tlg012.perseus-eng2.xml	Plataicus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Xen. Hell. 5.4.13-22	eng; grc		The Annenberg CPB/Project	Gregory Crane	34741	5351	1945
tlg0010	tlg012	tlg0010.tlg012.perseus-grc2.xml	tlg0010/tlg012/tlg0010.tlg012.perseus-grc2.xml	Πλαταικός	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	25256	3216	1945
tlg0010	tlg024	tlg0010.tlg024.perseus-grc2.xml	tlg0010/tlg024/tlg0010.tlg024.perseus-grc2.xml	Ἐπιστολαὶ θʹ Ἀρχιδάμῳ	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	7868	1144	1945
tlg0010	tlg024	tlg0010.tlg024.perseus-eng2.xml	tlg0010/tlg024/tlg0010.tlg024.perseus-eng2.xml	Letter 9. To Archidamus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 6	eng; grc		The Annenberg CPB/Project	Gregory Crane	10614	1831	1945
tlg0010	tlg023	tlg0010.tlg023.perseus-eng2.xml	tlg0010/tlg023/tlg0010.tlg023.perseus-eng2.xml	Letter 6. To the Children of Jason	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 5.10	eng; grc		The Annenberg CPB/Project	Gregory Crane	7613	1354	1945
tlg0010	tlg023	tlg0010.tlg023.perseus-grc2.xml	tlg0010/tlg023/tlg0010.tlg023.perseus-grc2.xml	Ἐπιστολαὶ ςʹ Τοῖς Ἰάσονος παισίν	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	6242	892	1945
tlg0010	tlg022	tlg0010.tlg022.perseus-eng2.xml	tlg0010/tlg022/tlg0010.tlg022.perseus-eng2.xml	Letter 1. To Dionysius	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 5.25-26	eng; grc		The Annenberg CPB/Project	Gregory Crane	5629	986	1945
tlg0010	tlg022	tlg0010.tlg022.perseus-grc2.xml	tlg0010/tlg022/tlg0010.tlg022.perseus-grc2.xml	Ἐπιστολαὶ αʹ Διονύσιῳ	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	4167	588	1945
tlg0010	tlg025	tlg0010.tlg025.perseus-grc2.xml	tlg0010/tlg025/tlg0010.tlg025.perseus-grc2.xml	Ἐπιστολαὶ ηʹ Τοῖς Μυτιληναίων ἄρχουσιν	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	4545	668	1945
tlg0010	tlg025	tlg0010.tlg025.perseus-eng2.xml	tlg0010/tlg025/tlg0010.tlg025.perseus-eng2.xml	Letter 8. To the Rulers of the Mytilenaeans	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 4.1-2	eng; grc		The Annenberg CPB/Project	Gregory Crane	5840	1012	1945
tlg0010	tlg013	tlg0010.tlg013.perseus-eng2.xml	tlg0010/tlg013/tlg0010.tlg013.perseus-eng2.xml	To Nicocles	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Hom. Od. 16.231	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	30856	4819	1928
tlg0010	tlg013	tlg0010.tlg013.perseus-grc2.xml	tlg0010/tlg013/tlg0010.tlg013.perseus-grc2.xml	Πρὸς Νικόκλεα	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	22780	3023	1928
tlg0010	tlg014	tlg0010.tlg014.perseus-grc2.xml	tlg0010/tlg014/tlg0010.tlg014.perseus-grc2.xml	Νικόκλης ἢ Κύπριοι	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	28452	3778	1928
tlg0010	tlg014	tlg0010.tlg014.perseus-eng2.xml	tlg0010/tlg014/tlg0010.tlg014.perseus-eng2.xml	Nicocles or the Cyprians	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 15.275	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	37019	5806	1928
tlg0010	tlg003	tlg0010.tlg003.perseus-eng2.xml	tlg0010/tlg003/tlg0010.tlg003.perseus-eng2.xml	Against Lochites	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Lyc. 1.65-66	eng; grc		The Annenberg CPB/Project	Gregory Crane	11743	1835	1945
tlg0010	tlg003	tlg0010.tlg003.perseus-grc2.xml	tlg0010/tlg003/tlg0010.tlg003.perseus-grc2.xml	Κατὰ Λοχίτου	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	8478	1121	1945
tlg0010	tlg004	tlg0010.tlg004.perseus-grc2.xml	tlg0010/tlg004/tlg0010.tlg004.perseus-grc2.xml	Περὶ τοῦ ζεύγους	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	22189	2935	1945
tlg0010	tlg004	tlg0010.tlg004.perseus-eng2.xml	tlg0010/tlg004/tlg0010.tlg004.perseus-eng2.xml	Concerning the Team of Horses	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	"Andoc.
                1.12"	eng; grc		The Annenberg CPB/Project	Gregory Crane	33243	5106	1945
tlg0010	tlg005	tlg0010.tlg005.perseus-grc2.xml	tlg0010/tlg005/tlg0010.tlg005.perseus-grc2.xml	Τραπεζιτικός	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	26124	3445	1945
tlg0010	tlg005	tlg0010.tlg005.perseus-eng2.xml	tlg0010/tlg005/tlg0010.tlg005.perseus-eng2.xml	Trapeziticus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Lys. 16.4	eng; grc		The Annenberg CPB/Project	Gregory Crane	34720	5540	1945
tlg0010	tlg002	tlg0010.tlg002.perseus-eng2.xml	tlg0010/tlg002/tlg0010.tlg002.perseus-eng2.xml	Against Callimachus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 18.2	eng; grc		The Annenberg CPB/Project	Gregory Crane	40697	6375	1945
tlg0010	tlg002	tlg0010.tlg002.perseus-grc2.xml	tlg0010/tlg002/tlg0010.tlg002.perseus-grc2.xml	Παραγραφή πρὸς Καλλίμαχον	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	27772	3644	1945
tlg0010	tlg011	tlg0010.tlg011.perseus-grc2.xml	tlg0010/tlg011/tlg0010.tlg011.perseus-grc2.xml	Πανηγυρικός	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	82969	10805	1928
tlg0010	tlg011	tlg0010.tlg011.perseus-eng2.xml	tlg0010/tlg011/tlg0010.tlg011.perseus-eng2.xml	Panegyricus	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Lys. 33.2	eng; grc		The Annenberg CPB/Project	Gregory Crane	138820	21059	1928
tlg0010	tlg016	tlg0010.tlg016.perseus-eng2.xml	tlg0010/tlg016/tlg0010.tlg016.perseus-eng2.xml	Archidamus	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Plut. Lyc. 25	eng; grc		The Annenberg CPB/Project	Gregory Crane	69261	10689	1928
tlg0010	tlg016	tlg0010.tlg016.perseus-grc2.xml	tlg0010/tlg016/tlg0010.tlg016.perseus-grc2.xml	Ἀρχίδαμος	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	47543	6151	1928
tlg0010	tlg029	tlg0010.tlg029.perseus-eng2.xml	tlg0010/tlg029/tlg0010.tlg029.perseus-eng2.xml	Letter 4. To Antipater	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 15.93-94	eng; grc		The Annenberg CPB/Project	Gregory Crane	7491	1314	1945
tlg0010	tlg029	tlg0010.tlg029.perseus-grc2.xml	tlg0010/tlg029/tlg0010.tlg029.perseus-grc2.xml	Ἐπιστολαὶ δʹ Ἀντιπάτρῳ	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	5557	827	1945
tlg0010	tlg020	tlg0010.tlg020.perseus-grc2.xml	tlg0010/tlg020/tlg0010.tlg020.perseus-grc2.xml	Φίλιππος	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	66048	8778	1928
tlg0010	tlg020	tlg0010.tlg020.perseus-eng2.xml	tlg0010/tlg020/tlg0010.tlg020.perseus-eng2.xml	To Philip	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	"Xen. Hell.
                4.8.26"	eng; grc		The Annenberg CPB/Project	Gregory Crane	98175	15269	1928
tlg0010	tlg027	tlg0010.tlg027.perseus-eng2.xml	tlg0010/tlg027/tlg0010.tlg027.perseus-eng2.xml	Letter 2. To Philip, I	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. Letter 9.6	eng; grc		The Annenberg CPB/Project	Gregory Crane	11197	2023	1945
tlg0010	tlg027	tlg0010.tlg027.perseus-grc2.xml	tlg0010/tlg027/tlg0010.tlg027.perseus-grc2.xml	Ἐπιστολαὶ βʹ Φιλίππῳ α΄	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	9303	1327	1945
tlg0010	tlg018	tlg0010.tlg018.perseus-eng2.xml	tlg0010/tlg018/tlg0010.tlg018.perseus-eng2.xml	Areopagiticus	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	"Isoc.
                7.15"	eng; grc		The Annenberg CPB/Project	Gregory Crane	61579	9153	1928
tlg0010	tlg018	tlg0010.tlg018.perseus-grc2.xml	tlg0010/tlg018/tlg0010.tlg018.perseus-grc2.xml	Ἀρεοπαγιτικός	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	35325	4591	1928
tlg0010	tlg026	tlg0010.tlg026.perseus-eng3.xml	tlg0010/tlg026/tlg0010.tlg026.perseus-eng3.xml	Letter 7. To Timotheus	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 8.91	eng; grc		The Annenberg CPB/Project	Gregory Crane	5918	1032	1945
tlg0010	tlg026	tlg0010.tlg026.perseus-grc3.xml	tlg0010/tlg026/tlg0010.tlg026.perseus-grc3.xml	Ἐπιστολαὶ ζʹ Τιμοθέῳ	Isocrates	Larue Van Hook; Larue Van Hook	Trustees of Tufts University	Medford, MA	Perseus 2.0		eng; grc		The Annenberg CPB/Project	Gregory Crane	5344	787	1945
tlg0010	tlg019	tlg0010.tlg019.perseus-eng2.xml	tlg0010/tlg019/tlg0010.tlg019.perseus-eng2.xml	Antidosis	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 5.1	eng; grc		The Annenberg CPB/Project	Gregory Crane	162891	29306	1928
tlg0010	tlg019	tlg0010.tlg019.perseus-grc2.xml	tlg0010/tlg019/tlg0010.tlg019.perseus-grc2.xml	Περὶ ἀντιδόσεως	Isocrates	George Norlin; George Norlin	Trustees of Tufts University	Medford, MA	Perseus 2.0	Isoc. 4.51-99	eng; grc		The Annenberg CPB/Project	Gregory Crane	134667	17697	1928
