period	group_cat	resource_meta	has_right
Classical (500–360 BCE)	The poor	Protection from enslavement	0
Classical (500–360 BCE)	The poor	Protection from legal prosecution	0
Classical (500–360 BCE)	The poor	Protection from public libel	0
Classical (500–360 BCE)	The poor	Right to a dowry	0
Classical (500–360 BCE)	The poor	Right to a legal trial	0
Classical (500–360 BCE)	The poor	Right to address the assembly	1
Classical (500–360 BCE)	The poor	Right to adopt	0
Classical (500–360 BCE)	The poor	Right to bear arms	0
Classical (500–360 BCE)	The poor	Right to bodily autonomy	0
Classical (500–360 BCE)	The poor	Right to burial	0
Classical (500–360 BCE)	The poor	Right to citizenship	0
Classical (500–360 BCE)	The poor	Right to dispose of property	0
Classical (500–360 BCE)	The poor	Right to free speech	0
Classical (500–360 BCE)	The poor	Right to freedom of movement	0
Classical (500–360 BCE)	The poor	Right to inherit divine covenant	0
Classical (500–360 BCE)	The poor	Right to inherit property	0
Classical (500–360 BCE)	The poor	Right to marry	0
Classical (500–360 BCE)	The poor	Right to military protection	0
Classical (500–360 BCE)	The poor	Right to own land	0
Classical (500–360 BCE)	The poor	Right to own property	0
Classical (500–360 BCE)	The poor	Right to professional judgement	0
Classical (500–360 BCE)	The poor	Right to remuneration for office	0
Classical (500–360 BCE)	The poor	Right to reside in the city	0
Classical (500–360 BCE)	The poor	Right to retain own earnings	0
Classical (500–360 BCE)	The poor	Right to retain property	0
Classical (500–360 BCE)	The poor	Right to speak first in assembly	0
Classical (500–360 BCE)	The poor	Right to valid professional opinion	0
Classical (500–360 BCE)	The poor	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	The wealthy	Access to education	0
Classical (500–360 BCE)	The wealthy	Access to public honors	0
Classical (500–360 BCE)	The wealthy	Access to religious rites	0
Classical (500–360 BCE)	The wealthy	Access to the gymnasium	1
Classical (500–360 BCE)	The wealthy	Eligibility for public office	1
Classical (500–360 BCE)	The wealthy	Exemption from compulsory public financing	0
Classical (500–360 BCE)	The wealthy	Exemption from legal audit	0
Classical (500–360 BCE)	The wealthy	Exemption from manual labor	0
Classical (500–360 BCE)	The wealthy	Exemption from military service	1
Classical (500–360 BCE)	The wealthy	Exemption from public service financing	0
Classical (500–360 BCE)	The wealthy	Exemption from taxes	0
Classical (500–360 BCE)	The wealthy	Political power	1
Classical (500–360 BCE)	The wealthy	Protection from arbitrary banishment	0
Classical (500–360 BCE)	The wealthy	Protection from capital punishment	1
Classical (500–360 BCE)	The wealthy	Protection from corporal punishment	0
Classical (500–360 BCE)	The wealthy	Protection from enslavement	0
Classical (500–360 BCE)	The wealthy	Protection from legal prosecution	0
Classical (500–360 BCE)	The wealthy	Protection from public libel	0
Classical (500–360 BCE)	The wealthy	Right to a dowry	0
Classical (500–360 BCE)	The wealthy	Right to a legal trial	0
Classical (500–360 BCE)	The wealthy	Right to address the assembly	0
Classical (500–360 BCE)	The wealthy	Right to adopt	0
Classical (500–360 BCE)	The wealthy	Right to bear arms	0
Classical (500–360 BCE)	The wealthy	Right to bodily autonomy	0
Classical (500–360 BCE)	The wealthy	Right to burial	0
Classical (500–360 BCE)	The wealthy	Right to citizenship	1
Classical (500–360 BCE)	The wealthy	Right to dispose of property	0
Classical (500–360 BCE)	The wealthy	Right to free speech	0
Classical (500–360 BCE)	The wealthy	Right to freedom of movement	0
Classical (500–360 BCE)	The wealthy	Right to inherit divine covenant	0
Classical (500–360 BCE)	The wealthy	Right to inherit property	0
Classical (500–360 BCE)	The wealthy	Right to marry	0
Classical (500–360 BCE)	The wealthy	Right to military protection	0
Classical (500–360 BCE)	The wealthy	Right to own land	0
Classical (500–360 BCE)	The wealthy	Right to own property	0
Classical (500–360 BCE)	The wealthy	Right to professional judgement	0
Classical (500–360 BCE)	The wealthy	Right to remuneration for office	0
Classical (500–360 BCE)	The wealthy	Right to reside in the city	0
Classical (500–360 BCE)	The wealthy	Right to retain own earnings	0
Classical (500–360 BCE)	The wealthy	Right to retain property	1
Classical (500–360 BCE)	The wealthy	Right to speak first in assembly	0
Classical (500–360 BCE)	The wealthy	Right to valid professional opinion	0
Classical (500–360 BCE)	The wealthy	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Wives	Access to education	0
Classical (500–360 BCE)	Wives	Access to public honors	0
Classical (500–360 BCE)	Wives	Access to religious rites	0
Classical (500–360 BCE)	Wives	Access to the gymnasium	0
Classical (500–360 BCE)	Wives	Eligibility for public office	0
Classical (500–360 BCE)	Wives	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Wives	Exemption from legal audit	0
Classical (500–360 BCE)	Wives	Exemption from manual labor	0
Classical (500–360 BCE)	Wives	Exemption from military service	0
Classical (500–360 BCE)	Wives	Exemption from public service financing	0
Classical (500–360 BCE)	Wives	Exemption from taxes	0
Classical (500–360 BCE)	Wives	Political power	0
Classical (500–360 BCE)	Wives	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Wives	Protection from capital punishment	0
Classical (500–360 BCE)	Wives	Protection from corporal punishment	0
Classical (500–360 BCE)	Wives	Protection from enslavement	0
Classical (500–360 BCE)	Wives	Protection from legal prosecution	0
Classical (500–360 BCE)	Wives	Protection from public libel	0
Classical (500–360 BCE)	Wives	Right to a dowry	0
Classical (500–360 BCE)	Wives	Right to a legal trial	0
Classical (500–360 BCE)	Wives	Right to address the assembly	0
Classical (500–360 BCE)	Wives	Right to adopt	0
Classical (500–360 BCE)	Wives	Right to bear arms	0
Classical (500–360 BCE)	Wives	Right to bodily autonomy	0
Classical (500–360 BCE)	Wives	Right to burial	0
Classical (500–360 BCE)	Wives	Right to citizenship	0
Classical (500–360 BCE)	Wives	Right to dispose of property	0
Classical (500–360 BCE)	Wives	Right to free speech	0
Classical (500–360 BCE)	Wives	Right to freedom of movement	0
Classical (500–360 BCE)	Wives	Right to inherit divine covenant	0
Classical (500–360 BCE)	Wives	Right to inherit property	0
Classical (500–360 BCE)	Wives	Right to marry	0
Classical (500–360 BCE)	Wives	Right to military protection	0
Classical (500–360 BCE)	Wives	Right to own land	0
Classical (500–360 BCE)	Wives	Right to own property	0
Classical (500–360 BCE)	Wives	Right to professional judgement	0
Classical (500–360 BCE)	Wives	Right to remuneration for office	0
Classical (500–360 BCE)	Wives	Right to reside in the city	0
Classical (500–360 BCE)	Wives	Right to retain own earnings	0
Classical (500–360 BCE)	Wives	Right to retain property	1
Classical (500–360 BCE)	Wives	Right to speak first in assembly	0
Classical (500–360 BCE)	Wives	Right to valid professional opinion	0
Classical (500–360 BCE)	Wives	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Women	Access to education	0
Classical (500–360 BCE)	Women	Access to public honors	0
Classical (500–360 BCE)	Women	Access to religious rites	1
Classical (500–360 BCE)	Women	Access to the gymnasium	0
Classical (500–360 BCE)	Women	Eligibility for public office	0
Classical (500–360 BCE)	Women	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Women	Exemption from legal audit	0
Classical (500–360 BCE)	Women	Exemption from manual labor	0
Classical (500–360 BCE)	Women	Exemption from military service	0
Classical (500–360 BCE)	Women	Exemption from public service financing	0
Classical (500–360 BCE)	Women	Exemption from taxes	0
Classical (500–360 BCE)	Women	Political power	0
Classical (500–360 BCE)	Women	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Women	Protection from capital punishment	0
Classical (500–360 BCE)	Women	Protection from corporal punishment	0
Classical (500–360 BCE)	Women	Protection from enslavement	0
Classical (500–360 BCE)	Women	Protection from legal prosecution	0
Classical (500–360 BCE)	Women	Protection from public libel	0
Classical (500–360 BCE)	Women	Right to a dowry	1
Classical (500–360 BCE)	Women	Right to a legal trial	0
Classical (500–360 BCE)	Women	Right to address the assembly	1
Classical (500–360 BCE)	Women	Right to adopt	0
Classical (500–360 BCE)	Women	Right to bear arms	0
Classical (500–360 BCE)	Women	Right to bodily autonomy	1
Classical (500–360 BCE)	Women	Right to burial	0
Classical (500–360 BCE)	Women	Right to citizenship	0
Classical (500–360 BCE)	Women	Right to dispose of property	0
Classical (500–360 BCE)	Women	Right to free speech	0
Classical (500–360 BCE)	Women	Right to freedom of movement	0
Classical (500–360 BCE)	Women	Right to inherit divine covenant	0
Classical (500–360 BCE)	Women	Right to inherit property	1
Classical (500–360 BCE)	Women	Right to marry	0
Classical (500–360 BCE)	Women	Right to military protection	0
Classical (500–360 BCE)	Women	Right to own land	0
Classical (500–360 BCE)	Women	Right to own property	1
Classical (500–360 BCE)	Women	Right to professional judgement	0
Classical (500–360 BCE)	Women	Right to remuneration for office	0
Classical (500–360 BCE)	Women	Right to reside in the city	0
Classical (500–360 BCE)	Women	Right to retain own earnings	1
Classical (500–360 BCE)	Women	Right to retain property	1
Classical (500–360 BCE)	Women	Right to speak first in assembly	0
Classical (500–360 BCE)	Women	Right to valid professional opinion	0
Classical (500–360 BCE)	Women	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Artisans	Access to education	0
Late Classical (354–165 BCE)	Artisans	Access to public honors	0
Late Classical (354–165 BCE)	Artisans	Access to religious rites	1
Late Classical (354–165 BCE)	Artisans	Access to the gymnasium	0
Late Classical (354–165 BCE)	Artisans	Eligibility for public office	0
Late Classical (354–165 BCE)	Artisans	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Artisans	Exemption from legal audit	0
Late Classical (354–165 BCE)	Artisans	Exemption from manual labor	0
Late Classical (354–165 BCE)	Artisans	Exemption from military service	0
Late Classical (354–165 BCE)	Artisans	Exemption from public service financing	0
Late Classical (354–165 BCE)	Artisans	Exemption from taxes	1
Late Classical (354–165 BCE)	Artisans	Political power	0
Late Classical (354–165 BCE)	Artisans	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Artisans	Protection from capital punishment	0
Late Classical (354–165 BCE)	Artisans	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Artisans	Protection from enslavement	0
Late Classical (354–165 BCE)	Artisans	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Artisans	Protection from public libel	0
Late Classical (354–165 BCE)	Artisans	Right to a dowry	0
Late Classical (354–165 BCE)	Artisans	Right to a legal trial	1
Late Classical (354–165 BCE)	Artisans	Right to address the assembly	0
Late Classical (354–165 BCE)	Artisans	Right to adopt	0
Late Classical (354–165 BCE)	Artisans	Right to bear arms	0
Late Classical (354–165 BCE)	Artisans	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Artisans	Right to burial	0
Late Classical (354–165 BCE)	Artisans	Right to citizenship	0
Late Classical (354–165 BCE)	Artisans	Right to dispose of property	0
Late Classical (354–165 BCE)	Artisans	Right to free speech	0
Late Classical (354–165 BCE)	Artisans	Right to freedom of movement	0
Late Classical (354–165 BCE)	Artisans	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Artisans	Right to inherit property	0
Late Classical (354–165 BCE)	Artisans	Right to marry	0
Late Classical (354–165 BCE)	Artisans	Right to military protection	0
Late Classical (354–165 BCE)	Artisans	Right to own land	0
Late Classical (354–165 BCE)	Artisans	Right to own property	0
Late Classical (354–165 BCE)	Artisans	Right to professional judgement	0
Late Classical (354–165 BCE)	Artisans	Right to remuneration for office	0
Late Classical (354–165 BCE)	Artisans	Right to reside in the city	0
Late Classical (354–165 BCE)	Artisans	Right to retain own earnings	0
Late Classical (354–165 BCE)	Artisans	Right to retain property	0
Late Classical (354–165 BCE)	Artisans	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Artisans	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Artisans	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Christians	Access to education	0
Late Classical (354–165 BCE)	Christians	Access to public honors	0
Late Classical (354–165 BCE)	Christians	Access to religious rites	0
Late Classical (354–165 BCE)	Christians	Access to the gymnasium	0
Late Classical (354–165 BCE)	Christians	Eligibility for public office	0
Late Classical (354–165 BCE)	Christians	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Christians	Exemption from legal audit	0
Late Classical (354–165 BCE)	Christians	Exemption from manual labor	0
Late Classical (354–165 BCE)	Christians	Exemption from military service	0
Late Classical (354–165 BCE)	Christians	Exemption from public service financing	0
Late Classical (354–165 BCE)	Christians	Exemption from taxes	0
